Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-1547 b,0.002,0,0.005,0.08,0.001977,2998,2521,2.884,0.693,1.0819,12,665,6078,4.34,TRUE,exoplanets.org
Kepler-1559 b,0.001,0,0.007,0.06,0.000901,2040,1716,2.737,0.9719,1.6291,12.6,580,5316,4.55,TRUE,exoplanets.org
Kepler-1561 b,0.001,0,0.003,0.1,0.003929,2537,2133,3.015,1.0052,1.62,13.1,993,5957,4.38,TRUE,exoplanets.org
Kepler-1566 b,0.001,0,0.008,0.07,0.001233,2448,2058,2.795,0.5399,1.139,12.4,511,5254,4.56,TRUE,exoplanets.org
Kepler-1571 b,0.001,0,0.002,0.14,0.012426,1956,1645,3.221,3.3856,1.914,12,802,6297,4.24,TRUE,exoplanets.org
Kepler-1589 b,0.001,0,0.003,0.1,0.003929,2754,2315,3.015,0.9917,2.3779,13.5,1418,6166,4.32,TRUE,exoplanets.org
Kepler-1592 b,0.001,0,0.002,0.14,0.011515,1929,1622,3.182,3.0571,3.523,13.3,1349,6213,4.29,TRUE,exoplanets.org
Kepler-1603 b,0.001,0,0.002,0.12,0.007095,2155,1812,3.124,2.2716,4.043,13.8,1751,6241,4.28,TRUE,exoplanets.org
Kepler-1604 b,0.002,0.001,0.005,0.13,0.009655,2088,1756,3.178,0.6837,0.9993,12.8,562,4976,4.59,TRUE,exoplanets.org
Kepler-1613 b,0.004,0.002,0.009,0.19,0.015479,2235,1879,3.045,1.5184,3.414,12.7,855,6005,4.37,TRUE,exoplanets.org
Kepler-1626 b,0.001,0,0.003,0.18,0.014916,2210,1859,3.057,4.1396,3.2839,13,1718,6826,4.08,TRUE,exoplanets.org
Kepler-1627 b,0.001,0.004,0.028,0.33,0.042167,1083,911,2.985,7.2028,2.886,11.2,311,5445,4.54,TRUE,exoplanets.org
Kepler-1640 b,0.001,0.002,0.008,0.43,0.076888,1514,1273,3.013,7.5844,3.8112,13.1,1379,6324,4.23,TRUE,exoplanets.org
Kepler-17 b,0.155,0.083,0.018,1.33,2.47943,2073,1743,3.542,1.4857,2.276,12.6,800,5781,4.53,TRUE,exoplanets.org
Kepler-20 b,0.001,0.002,0.006,0.17,0.026665,1428,1201,3.359,3.6961,2.1815,10.9,290,5466,4.4,TRUE,exoplanets.org
Kepler-428 b,0.009,0.03,0.016,1.08,1.27,1268,1066,3.439,3.5256,2.6136,13.2,720,5150,4.571,TRUE,exoplanets.org
Kepler-41 b,0.041,0.029,0.022,0.84,0.493545,1873,1575,3.24,1.8556,2.376,12.9,729.93,5660,4.44,TRUE,exoplanets.org
Kepler-21 b,0.014,0.006,0.006,0.15,0.012147,2317,1949,3.832,2.7858,3.4387,6.9,112.87,6131,4.019,TRUE,exoplanets.org
Kepler-427 b,0.005,0.018,0.051,1.23,0.29,1277,1074,2.73,10.291,4.2936,12.8,1100,5800,4.14,TRUE,exoplanets.org
Kepler-39 b,0.001,0.011,0.001,1.22,18.1805,1074,903,4.489,21.0874,6.02,12.9,1200.05,6260,4.1,TRUE,exoplanets.org
Kepler-433 b,0.051,0.029,0.001,1.45,2.82,2096,1763,4.529,5.3341,6.1776,12.8,1870,6340,4,TRUE,exoplanets.org
Kepler-434 b,0.002,0.008,0.003,1.13,2.86,1188,999,3.753,12.8747,2.2872,13,1240,5970,4.22,TRUE,exoplanets.org
Kepler-435 b,0.069,0.041,0.042,1.99,0.84,2029,1707,2.729,8.6002,9.0024,12.3,2070,6090,3.5,TRUE,exoplanets.org
Kepler-43 b,0.053,0.036,0.006,1.2,3.23143,1945,1636,3.748,3.0241,2.926,12.6,1950,6041,4.26,TRUE,exoplanets.org
Kepler-448 b,0.016,0.059,0,1.43,0,1282,1078,,17.8552,6.7776,10.2,426,6820,,TRUE,exoplanets.org
Kepler-44 b,0.045,0.03,0.016,1.24,1.02109,1906,1603,3.213,3.2467,3.218,12.9,2250.02,5757,4.15,TRUE,exoplanets.org
Kepler-45 b,0.002,0.024,0.033,0.96,0.511499,939,789,3.142,2.4552,1.0911,12.9,333,3820,4.7,TRUE,exoplanets.org
Kepler-464 b,0.002,0.003,0.013,0.29,0.032559,1533,1289,2.97,7.257,4.8639,11.3,653,5933,4.11,TRUE,exoplanets.org
Kepler-465 b,0.001,0.002,0.012,0.26,0.025979,1318,1109,2.969,9.9407,3.9006,11.5,587,6310,4.31,TRUE,exoplanets.org
Kepler-472 b,0.001,0.005,0.032,0.29,0.030927,1153,969,2.969,4.1763,3.7012,11.5,302,4996,4.59,TRUE,exoplanets.org
Kepler-474 b,0.001,0.003,0.017,0.27,0.027923,1384,1163,2.968,5.6607,4.6722,11.9,568,5785,4.36,TRUE,exoplanets.org
Kepler-475 b,0.001,0.003,0.019,0.22,0.019529,1281,1077,2.992,3.1055,1.721,11.2,280,5009,4.58,TRUE,exoplanets.org
Kepler-480 b,0.002,0.002,0.011,0.25,0.023351,1698,1427,2.974,4.9196,4.1876,12.1,806,6322,4.28,TRUE,exoplanets.org
Kepler-491 b,0.009,0.018,0.018,0.8,0.476871,1425,1199,3.271,4.2254,2.8183,12.4,657,5582,4.42,TRUE,exoplanets.org
Kepler-494 b,0.003,0.008,0.017,0.64,0.218701,1357,1141,3.126,8.0251,5.3189,12.5,862,6007,4.28,TRUE,exoplanets.org
Kepler-495 b,0.003,0.007,0.022,0.47,0.09114,1358,1142,3.015,3.413,2.6075,12.8,630,5346,4.55,TRUE,exoplanets.org
Kepler-497 b,0.005,0.006,0.014,0.54,0.122459,1623,1365,3.019,3.5732,2.8837,13.2,1070,5834,4.39,TRUE,exoplanets.org
Kepler-4 b,0.011,0.008,0.016,0.36,0.077228,1916,1611,3.178,3.2135,3.9608,10.8,549.45,5857,4.25,TRUE,exoplanets.org
Kepler-501 b,0.001,0.002,0.01,0.38,0.060903,1378,1159,3.01,5.6407,2.9016,13.3,1044,5904,4.42,TRUE,exoplanets.org
Kepler-502 b,0.003,0.003,0.01,0.43,0.075422,1666,1401,3.013,4.2869,4.4231,13.6,1433,6125,4.33,TRUE,exoplanets.org
Kepler-503 b,0.001,0.006,0.019,0.56,0.145002,1221,1027,3.061,7.2584,5.7429,13,888,5754,4.44,TRUE,exoplanets.org
Kepler-506 b,0.001,0.003,0.024,0.24,0.022706,1422,1196,2.976,6.8834,2.0651,9.6,231,6236,4.36,TRUE,exoplanets.org
Kepler-507 b,0.001,0.001,0.007,0.12,0.007307,1836,1544,3.129,3.5681,3.2455,10.7,410,6113,4.26,TRUE,exoplanets.org
Kepler-514 b,0.001,0.001,0.006,0.15,0.012674,1616,1359,3.128,5.6518,2.9289,10.9,489,6106,4.23,TRUE,exoplanets.org
Kepler-516 b,0.001,0.004,0.016,0.51,0.110157,1306,1098,3.018,24.8546,8.9587,11,777,7099,4.04,TRUE,exoplanets.org
Kepler-524 c,0.001,0,0.006,0.09,0.002558,2059,1732,2.933,1.889,3.246,12.4,730,6014,4.39,TRUE,exoplanets.org
Kepler-526 b,0.001,0.001,0.01,0.18,0.014734,1430,1202,3.062,5.4585,4.0346,11.5,504,5894,4.38,TRUE,exoplanets.org
Kepler-529 b,0.002,0.001,0.006,0.17,0.013699,2095,1762,3.091,1.9804,2.4332,12.4,787,6087,4.35,TRUE,exoplanets.org
Kepler-535 b,0.001,0.001,0.008,0.21,0.018155,1618,1360,3.005,4.9033,2.8699,11.8,678,6123,4.3,TRUE,exoplanets.org
Kepler-536 b,0.006,0.005,0.021,0.28,0.028747,1770,1488,2.968,1.8271,1.9567,11.9,446,5524,4.51,TRUE,exoplanets.org
Kepler-537 b,0.001,0.001,0.005,0.13,0.009655,1568,1318,3.178,3.2476,2.4836,11.6,465,5763,4.47,TRUE,exoplanets.org
Kepler-541 b,0.003,0.002,0.009,0.3,0.034031,1991,1674,2.972,5.0801,5.2587,11.7,1020,6166,3.96,TRUE,exoplanets.org
Kepler-546 b,0.007,0.009,0.015,0.62,0.204677,1603,1348,3.115,4.147,2.8969,12.8,896,5967,4.36,TRUE,exoplanets.org
Kepler-552 b,0.001,0.002,0.01,0.35,0.049939,1400,1178,3,5.2634,2.1778,12.8,834,5863,4.42,TRUE,exoplanets.org
Kepler-553 b,0.001,0.004,0.016,0.41,0.070758,1267,1065,3.012,4.0305,2.8016,13.1,725,5266,4.55,TRUE,exoplanets.org
Kepler-554 b,0.008,0.007,0.019,0.38,0.060577,1748,1469,3.01,1.9022,2.2077,12.6,642,5447,4.49,TRUE,exoplanets.org
Kepler-557 b,0.002,0.002,0.009,0.24,0.021778,1699,1429,2.979,3.706,5.1039,13.2,1126,6068,4.35,TRUE,exoplanets.org
CoRoT-14 b,0.057,0.024,0.001,1.09,7.6,2317,1948,4.2,1.5121,1.662,13.8,1744.6,6035,4.35,TRUE,nexsci
Kepler-564 b,0.002,0.004,0.013,0.41,0.070758,1434,1206,3.012,3.7508,1.9591,13.1,830,5626,4.49,TRUE,exoplanets.org
Kepler-565 b,0.001,0.002,0.011,0.33,0.040939,1418,1193,2.983,4.2437,3.3679,13.5,1041,5735,4.47,TRUE,exoplanets.org
CoRoT-18 b,0.082,0.062,0.01,1.31,3.47,1816,1527,3.7,1.9001,2.387,13,764.89,5440,4.4,TRUE,nexsci
Kepler-578 b,0.002,0.002,0.008,0.18,0.014734,1735,1459,3.062,1.6169,1.5845,12.6,568,5334,4.54,TRUE,exoplanets.org
Kepler-585 b,0.002,0.003,0.013,0.25,0.02402,1587,1334,2.972,2.7524,2.1154,12.4,604,5593,4.49,TRUE,exoplanets.org
Kepler-586 b,0.002,0.002,0.011,0.25,0.023516,1726,1452,2.973,2.1047,1.7575,12.7,707,5575,4.5,TRUE,exoplanets.org
Kepler-588 b,0.001,0.001,0.008,0.23,0.021332,1476,1241,2.981,4.2216,2.8959,13.2,972,5835,4.44,TRUE,exoplanets.org
Kepler-590 b,0.001,0.003,0.012,0.36,0.052557,1439,1210,3.005,5.853,4.6003,12.9,986,6000,4.35,TRUE,exoplanets.org
Kepler-592 b,0.001,0.001,0.007,0.21,0.018395,1736,1460,3.002,2.8202,2.5077,13.2,1034,5913,4.42,TRUE,exoplanets.org
CoRoT-20 b,0.001,0.009,0.002,0.84,4.3,1135,955,4.179,9.2429,2.2248,12.5,844.06,5880,4.35,TRUE,nexsci
Kepler-607 b,0.001,0.001,0.007,0.08,0.001807,2275,1913,2.867,0.6382,1.1839,12.4,500,5196,4.56,TRUE,exoplanets.org
Kepler-608 b,0.001,0.002,0.013,0.33,0.040939,1289,1084,2.983,6.4125,5.3087,13.1,926,5820,4.43,TRUE,exoplanets.org
Kepler-610 b,0.001,0.002,0.008,0.37,0.057681,1331,1119,3.01,6.9969,2.7377,13.3,1113,5943,4.37,TRUE,exoplanets.org
Kepler-611 b,0.001,0.001,0.004,0.15,0.012228,1759,1479,3.147,2.437,3.2009,13,906,5761,4.43,TRUE,exoplanets.org
Kepler-612 b,0.001,0.001,0.007,0.25,0.02419,1479,1243,2.972,3.7222,1.9911,13.3,932,5693,4.46,TRUE,exoplanets.org
Kepler-618 b,0.001,0.001,0.007,0.23,0.020897,1614,1358,2.983,3.5958,3.3249,13.3,1115,5860,4.39,TRUE,exoplanets.org
Kepler-619 b,0.001,0.001,0.007,0.28,0.029815,1449,1218,2.968,5.4043,2.4748,13.3,1111,5980,4.38,TRUE,exoplanets.org
Kepler-619 c,0.002,0.001,0.003,0.15,0.012523,2387,2007,3.134,1.2085,1.5105,13.3,1111,5980,4.38,TRUE,exoplanets.org
Kepler-628 b,0.001,0.012,0.035,0.75,0.243389,1064,895,3.032,15.4581,8.7961,11.6,579,5721,4.22,TRUE,exoplanets.org
Kepler-634 b,0.001,0.001,0.006,0.17,0.01395,1594,1340,3.083,5.1695,4.507,12.2,757,6075,4.26,TRUE,exoplanets.org
Kepler-63 b,0.001,0.014,0.062,0.55,0.125283,1028,865,3.019,9.4342,2.903,10,200,5576,4.52,TRUE,exoplanets.org
Kepler-642 b,0.002,0.001,0.007,0.26,0.025245,1997,1679,2.97,4.4175,2.9563,12.1,1022,6570,4.14,TRUE,exoplanets.org
Kepler-643 b,0.003,0.009,0.01,0.91,0.498041,1257,1057,3.177,16.3389,9.3575,11.6,1029,4908,3.64,TRUE,exoplanets.org
Kepler-644 b,0.004,0.002,0.007,0.28,0.029598,2366,1990,2.968,3.1739,3.5066,12.6,1413,6747,4.09,TRUE,exoplanets.org
Kepler-645 b,0.001,0.001,0.006,0.19,0.015575,1833,1542,3.043,3.2758,2.9721,12.6,901,6170,4.33,TRUE,exoplanets.org
Kepler-650 b,0.004,0.003,0.012,0.26,0.026166,1898,1596,2.969,3.0321,3.6764,12.1,805,5849,4.21,TRUE,exoplanets.org
Kepler-652 b,0.001,0.002,0.014,0.22,0.019529,1315,1106,2.992,4.182,2.2165,11.7,423,5490,4.54,TRUE,exoplanets.org
Kepler-653 c,0.001,0,0.006,0.07,0.001233,2612,2196,2.795,0.9004,1.393,11.8,593,5665,4.29,TRUE,exoplanets.org
Kepler-656 b,0.005,0.003,0.012,0.28,0.028957,1859,1563,2.968,1.2603,1.8742,13.5,867,5281,4.56,TRUE,exoplanets.org
Kepler-658 b,0.001,0.001,0.007,0.14,0.012082,1292,1086,3.154,1.2871,1.5086,12.6,341,4103,4.68,TRUE,exoplanets.org
Kepler-664 b,0.001,0.001,0.005,0.24,0.021628,1744,1467,2.98,2.5256,1.5882,14,1386,5754,4.43,TRUE,exoplanets.org
Kepler-669 b,0.002,0.002,0.007,0.43,0.077257,1650,1387,3.013,4.1255,3.1389,14.2,1778,6038,4.34,TRUE,exoplanets.org
Kepler-673 b,0.003,0.007,0.015,0.58,0.165168,1324,1113,3.081,3.7287,2.6734,13.7,978,5355,4.54,TRUE,exoplanets.org
Kepler-675 b,0.001,0.002,0.01,0.22,0.019014,1374,1156,2.996,2.3374,2.0141,13.2,651,4945,4.6,TRUE,exoplanets.org
Kepler-677 b,0.001,0.003,0.012,0.48,0.096444,1245,1047,3.016,6.5753,4.2837,13.7,1180,5723,4.45,TRUE,exoplanets.org
Kepler-678 b,0.001,0.005,0.02,0.46,0.087953,1124,945,3.015,7.275,7.5206,13.3,875,5520,4.5,TRUE,exoplanets.org
Kepler-680 b,0.001,0.001,0.005,0.22,0.018763,1623,1365,2.999,3.6899,2.6286,13.8,1342,5890,4.38,TRUE,exoplanets.org
Kepler-683 b,0.001,0.001,0.005,0.18,0.014555,1680,1412,3.066,2.5392,2.383,13.4,976,5703,4.47,TRUE,exoplanets.org
Kepler-688 b,0.006,0.011,0.008,0.87,0.696016,1462,1229,3.357,3.8959,2.3389,13.9,1247,5715,4.47,TRUE,exoplanets.org
Kepler-68 b,0.003,0.006,0.035,0.21,0.026183,1488,1252,3.044,5.3988,3.5193,8.6,135,5793,4.281,TRUE,exoplanets.org
Kepler-690 b,0.001,0.002,0.008,0.53,0.118744,1295,1089,3.019,7.7481,3.5631,14.1,1653,5913,4.35,TRUE,exoplanets.org
Kepler-695 b,0.008,0.02,0.017,0.82,0.542157,1348,1134,3.299,3.0403,1.8394,12.9,620,5181,4.57,TRUE,exoplanets.org
Kepler-696 b,0.003,0.005,0.011,0.55,0.136415,1543,1297,3.052,4.1904,2.8403,13.6,1285,5903,4.39,TRUE,exoplanets.org
Kepler-697 b,0.001,0.003,0.011,0.37,0.055791,1387,1166,3.009,3.7099,3.096,13.8,1091,5513,4.52,TRUE,exoplanets.org
Kepler-703 b,0.006,0.007,0.008,0.73,0.349418,1671,1405,3.209,4.5835,2.7149,13.6,1482,6185,4.29,TRUE,exoplanets.org
Kepler-704 b,0.001,0.001,0.008,0.23,0.021041,1456,1224,2.983,3.7618,3.3906,13.6,1054,5616,4.46,TRUE,exoplanets.org
Kepler-708 b,0.001,0.001,0.007,0.26,0.025609,1563,1314,2.969,3.1679,2.1875,13.9,1241,5692,4.47,TRUE,exoplanets.org
Kepler-714 b,0.002,0.008,0.008,0.86,0.667539,1275,1072,3.347,8.0989,4.2148,13.8,1460,5995,4.37,TRUE,exoplanets.org
Kepler-719 b,0.004,0.009,0.011,0.76,0.4002,1371,1153,3.235,5.0073,4.2223,14.1,1427,5777,4.45,TRUE,exoplanets.org
Kepler-720 b,0.004,0.012,0.015,0.75,0.381266,1328,1116,3.225,4.7083,3.1746,13.2,880,5618,4.49,TRUE,exoplanets.org
Kepler-724 b,0.001,0.002,0.009,0.29,0.032559,1409,1185,2.97,3.3149,1.7069,13.4,862,5437,4.53,TRUE,exoplanets.org
Kepler-729 b,0.001,0.002,0.009,0.32,0.039163,1514,1273,2.98,3.1664,3.3039,14.1,1271,5633,4.5,TRUE,exoplanets.org
Kepler-730 b,0.002,0.008,0.009,0.82,0.542157,1263,1062,3.299,6.4917,4.3164,14.1,1455,5726,4.43,TRUE,exoplanets.org
Kepler-732 c,0.001,0.002,0.013,0.11,0.006682,1179,992,3.113,0.893,1.1042,11.7,150,3631,4.79,TRUE,exoplanets.org
Kepler-740 b,0.001,0.003,0.01,0.41,0.069004,1379,1159,3.012,3.5841,2.7445,14.2,1262,5438,4.52,TRUE,exoplanets.org
Kepler-74 b,0.01,0.017,0.021,1.32,0.66711,1481,1245,2.977,7.3407,2.699,13,1330,6050,4.2,TRUE,exoplanets.org
Kepler-755 b,0.003,0.002,0.01,0.16,0.01298,1730,1455,3.116,1.2691,1.5736,11.9,368,5043,4.58,TRUE,exoplanets.org
Kepler-756 b,0.001,0,0.004,0.1,0.004374,1857,1562,3.035,1.2249,1.7027,13.5,852,5282,4.57,TRUE,exoplanets.org
Kepler-757 b,0.002,0,0.003,0.12,0.008429,2565,2157,3.154,1.0227,1.3395,13,1016,6014,4.37,TRUE,exoplanets.org
Kepler-75 b,0.001,0.01,0.001,1.03,9.98479,1008,848,4.368,8.8849,1.872,13.1,1140,5330,4.5,TRUE,exoplanets.org
Kepler-763 b,0.001,0,0.003,0.11,0.005904,1835,1543,3.091,1.1966,1.1901,13.8,902,5166,4.57,TRUE,exoplanets.org
Kepler-766 b,0.001,0.001,0.007,0.3,0.034537,1417,1192,2.972,6.1003,4.7487,14,1614,5992,4.36,TRUE,exoplanets.org
Kepler-770 c,0.001,0.001,0.004,0.11,0.005538,1951,1641,3.079,1.4753,2.3261,12.9,761,5598,4.49,TRUE,exoplanets.org
Kepler-774 b,0.001,0.001,0.006,0.28,0.030034,1696,1427,2.968,11.0896,6.3412,11.6,1190,6403,3.87,TRUE,exoplanets.org
Kepler-775 b,0.002,0.001,0.008,0.11,0.005361,2098,1765,3.073,0.9749,1.5975,11.8,400,5468,4.56,TRUE,exoplanets.org
Kepler-77 b,0.02,0.033,0.039,0.96,0.430957,1483,1247,3.07,3.5788,2.9338,12.4,570,5520,4.42,TRUE,exoplanets.org
Kepler-780 b,0.002,0.001,0.009,0.08,0.001891,2712,2280,2.876,0.6774,1.8243,11.8,520,5769,4.42,TRUE,exoplanets.org
Kepler-787 b,0.001,0.001,0.005,0.11,0.006887,1508,1268,3.118,0.9283,1.296,13.1,468,4248,4.67,TRUE,exoplanets.org
Kepler-808 b,0.004,0.002,0.008,0.13,0.010712,1959,1647,3.196,0.6313,1.1076,11.9,321,4653,4.62,TRUE,exoplanets.org
Kepler-812 b,0.001,0.001,0.006,0.32,0.038588,1573,1323,2.979,10.1172,4.939,12.8,1482,6761,4.13,TRUE,exoplanets.org
Kepler-815 b,0.003,0.002,0.005,0.37,0.055479,1792,1507,3.009,8.575,8.545,11.2,1199,5028,3.46,TRUE,exoplanets.org
Kepler-817 b,0.006,0.009,0.008,0.81,0.500877,1528,1285,3.281,3.9901,2.4269,14,1401,5861,4.42,TRUE,exoplanets.org
Kepler-822 b,0.001,0.001,0.004,0.16,0.013058,1691,1422,3.113,3.223,2.8575,13.1,956,5928,4.4,TRUE,exoplanets.org
Kepler-828 b,0.003,0.001,0.004,0.14,0.01213,2264,1904,3.217,0.5679,0.9869,13,625,5039,4.58,TRUE,exoplanets.org
Kepler-842 b,0.001,0.001,0.006,0.14,0.011938,1655,1391,3.16,1.2196,1.5672,12.9,552,4848,4.6,TRUE,exoplanets.org
Kepler-843 b,0.002,0.001,0.006,0.23,0.020755,1900,1597,2.984,2.0539,2.1809,13.7,1247,5830,4.42,TRUE,exoplanets.org
Kepler-845 b,0.004,0.002,0.011,0.18,0.0151,1858,1562,3.053,0.9279,1.4398,12.5,471,4913,4.59,TRUE,exoplanets.org
Kepler-853 b,0.001,0.001,0.005,0.15,0.012523,1607,1351,3.134,7.1689,4.5907,11.2,610,6350,4.17,TRUE,exoplanets.org
Kepler-855 b,0.002,0.009,0.014,0.74,0.372141,1212,1019,3.221,7.8866,5.2191,13.3,1043,5835,4.42,TRUE,exoplanets.org
Kepler-856 b,0.001,0.007,0.008,0.83,0.564251,1099,924,3.308,8.0277,3.1401,13.9,1175,5535,4.49,TRUE,exoplanets.org
Kepler-860 b,0.001,0.001,0.006,0.29,0.031384,1420,1194,2.969,5.1014,2.5932,13.8,1295,5836,4.4,TRUE,exoplanets.org
Kepler-872 b,0.001,0.001,0.004,0.18,0.014734,1817,1527,3.062,2.5789,2.3296,13.4,1114,5902,4.4,TRUE,exoplanets.org
Kepler-880 b,0.001,0.001,0.01,0.24,0.021628,1735,1459,2.98,7.7147,4.2955,11,673,6761,4.12,TRUE,exoplanets.org
Kepler-8 b,0.082,0.053,0.06,1.42,0.585742,1973,1659,2.86,3.5225,3.2094,12.3,1330,6213,4.174,TRUE,exoplanets.org
Kepler-904 b,0.001,0.001,0.003,0.16,0.013058,1903,1600,3.113,3.0217,2.7581,13,1151,6160,4.31,TRUE,exoplanets.org
Kepler-908 b,0.003,0.001,0.011,0.11,0.005904,2307,1940,3.091,1.3406,1.6085,10,250,5973,4.38,TRUE,exoplanets.org
Kepler-910 b,0.001,0,0.009,0.07,0.00143,2256,1897,2.823,2.3644,3.2852,10.3,402,6230,4.19,TRUE,exoplanets.org
Kepler-912 b,0.002,0.002,0.009,0.25,0.023683,1876,1578,2.973,2.5348,4.4149,13.6,1265,5998,4.37,TRUE,exoplanets.org
Kepler-922 b,0.003,0.001,0.005,0.13,0.009913,2307,1940,3.183,0.9385,1.271,12.2,558,5671,4.48,TRUE,exoplanets.org
Kepler-929 b,0.002,0.001,0.005,0.1,0.004222,2490,2094,3.028,0.921,2.5345,12.8,820,5869,4.42,TRUE,exoplanets.org
Kepler-932 b,0.001,0.001,0.005,0.12,0.008666,1647,1385,3.159,1.9214,1.7519,12.2,478,5331,4.54,TRUE,exoplanets.org
Kepler-956 b,0.001,0.002,0.01,0.27,0.026931,1502,1263,2.968,5.2487,1.8418,12,631,6040,4.36,TRUE,exoplanets.org
Kepler-959 b,0.001,0.002,0.009,0.39,0.063212,1531,1288,3.011,14.8007,5.6698,11.5,1003,7005,4.04,TRUE,exoplanets.org
Kepler-969 c,0.001,0.001,0.008,0.09,0.002776,1648,1386,2.949,1.6829,1.8737,11.9,411,5214,4.57,TRUE,exoplanets.org
Kepler-972 b,0.001,0.002,0.008,0.41,0.071465,1417,1191,3.012,7.0393,3.4481,13.4,1304,6146,4.33,TRUE,exoplanets.org
Kepler-975 b,0.001,0.001,0.006,0.13,0.011266,1438,1209,3.205,1.9703,1.7381,12.2,404,4897,4.59,TRUE,exoplanets.org
Kepler-990 c,0.005,0.001,0.004,0.14,0.012426,3086,2595,3.221,0.5384,1.4801,12.9,933,5948,4.39,TRUE,exoplanets.org
Kepler-994 b,0.001,0.002,0.013,0.14,0.011938,1244,1046,3.16,1.1512,1.1881,11.5,170,3934,4.72,TRUE,exoplanets.org
Kepler-996 b,0.001,0.001,0.004,0.18,0.014644,1665,1400,3.064,3.7706,2.0254,13.2,1098,6014,4.36,TRUE,exoplanets.org
Kepler-997 b,0.002,0.001,0.006,0.12,0.008429,2183,1836,3.154,2.7073,3.4623,10.6,470,6150,4.14,TRUE,exoplanets.org
CoRoT-27 b,0.019,0.024,0.001,1.01,10.39,1612,1355,4.405,3.5753,2.77,13,1010.28,5900,4.4,TRUE,nexsci
Kepler-999 b,0.001,0.001,0.007,0.22,0.019544,1731,1456,2.992,5.9919,1.9526,10.9,568,6237,4.11,TRUE,exoplanets.org
CoRoT-2 b,0.417,0.314,0.058,1.47,3.47,1840,1547,3.602,1.743,2.267,10.3,213.28,5625,4.53,TRUE,nexsci
CoRoT-5 b,0.052,0.052,0.082,1.39,0.467,1716,1443,2.779,4.0379,2.9331,12.5,882.47,6100,4.19,TRUE,nexsci
OGLE-TR-113 b,0.055,0.059,0.021,1.09,1.26,1595,1341,3.419,1.4325,1.9333,13,600,4790,4.552,TRUE,exoplanets.org
OGLE-TR-132 b,0.054,0.022,,1.2,1.18,2346,1973,3.311,1.6899,2.4769,,172.41,6210,4.313,TRUE,exoplanets.org
OGLE-TR-56 b,0.063,0.02,,1.36,1.39,2621,2204,3.27,1.2119,1.8768,,1500,6050,4.258,TRUE,exoplanets.org
Qatar-1 b,0.196,0.189,0.082,1.16,1.08979,1650,1388,3.301,1.42,1.6118,10.4,175,4861,4.536,TRUE,exoplanets.org
TrES-1 b,0.051,0.119,,1.07,0.752484,1358,1142,3.217,3.0301,2.513,,152.21,5230,4.567,TRUE,exoplanets.org
TrES-2 b,0.205,0.178,0.086,1.22,1.20071,1779,1496,3.301,2.4706,1.8235,9.8,212.77,5850,4.427,TRUE,exoplanets.org
TrES-3 b,0.376,0.242,0.069,1.34,1.91,1935,1627,3.44,1.3062,1.3544,10.6,245.1,5650,4.581,TRUE,exoplanets.org
TrES-4 b,0.319,0.169,0.138,1.78,0.925,2121,1783,2.872,3.5539,3.6281,10.3,485.44,6200,4.064,TRUE,exoplanets.org
TrES-5 b,0.15,0.122,0.034,1.21,1.7781,1760,1480,3.48,1.4822,1.8468,11.6,360,5171,4.513,TRUE,exoplanets.org
WASP-103 b,1.01,0.247,0.086,1.53,1.48791,2975,2502,3.201,0.9255,2.593,10.8,470,6110,4.22,TRUE,exoplanets.org
WASP-104 b,0.228,0.18,0.07,1.14,1.272,1801,1515,3.389,1.7554,1.7621,9.9,143,5475,4.503,TRUE,exoplanets.org
WASP-106 b,0.023,0.058,0.024,1.08,1.925,1371,1153,3.583,9.2897,5.363,10.2,283,6055,4.226,TRUE,exoplanets.org
WASP-10 b,0.027,0.14,0.031,1.08,3.19144,1141,959,3.834,3.0928,2.2271,10,90.09,4675,4.4,TRUE,exoplanets.org
WASP-11 b,0.021,0.116,0.135,0.91,0.539755,1132,952,3.204,3.7225,2.556,9.4,121.7,4800,4.45,TRUE,exoplanets.org
WASP-135 b,0.193,0.107,,1.3,1.90043,2034,1711,3.446,1.4014,1.656,,300,5657,4.47,TRUE,exoplanets.org
WASP-13 b,0.27,0.21,0.293,1.41,0.473883,1845,1552,2.775,4.353,4.063,9.1,155,5950,4.06,TRUE,exoplanets.org
WASP-14 b,0.714,0.347,0.026,1.28,7.69234,2214,1862,4.063,2.2438,3.06,8.6,160,6475,4.07,TRUE,exoplanets.org
WASP-17 b,0.447,0.376,0.464,1.93,0.508547,1839,1547,2.745,3.7354,4.4232,10.2,400,6550,4.2,TRUE,exoplanets.org
WASP-18 b,2.356,0.646,0.024,1.27,10.2006,2849,2395,4.297,0.9415,2.1814,8.1,99.4,6400,4.367,TRUE,exoplanets.org
WASP-1 b,0.443,0.211,0.158,1.55,0.918,2196,1847,2.953,2.5199,3.8781,10.3,408.16,6110,4.19,TRUE,exoplanets.org
WASP-20 b,0.157,0.184,0.459,1.46,0.311,1642,1380,2.56,4.8996,3.3984,9.4,210,5950,4.232,TRUE,exoplanets.org
WASP-21 b,0.066,0.109,0.223,1.07,0.300272,1498,1260,2.813,4.3225,3.3552,10,242.13,5800,4.2,TRUE,exoplanets.org
